epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
30,0.0015701331696231652,0.0031402663392463303,0.0015920866628544702,0.0031841733257089405
31,0.0015061056696113507,0.003012211339222702,0.0015649921860142813,0.0031299843720285635
32,0.001465896229335307,0.0029317924586706144,0.001636001805076861,0.003272003610153722
33,0.001417027436674305,0.002834054873348609,0.0014680282696543179,0.0029360565393086358
34,0.0013814559040635033,0.002762911808127006,0.0015179451889145274,0.0030358903778290544
35,0.0013225619693360737,0.002645123938672148,0.0013829720243115377,0.002765944048623076
36,0.0012902817381105069,0.0025805634762210137,0.0014799841721679894,0.002959968344335979
37,0.001257119869353367,0.002514239738706734,0.0012721020494875445,0.0025442040989750894
38,0.0012124571329344956,0.0024249142658689916,0.0012544080004735726,0.0025088160009471452
39,0.0011821985527254463,0.0023643971054508922,0.0011813769647343632,0.0023627539294687255
40,0.0011494710495268802,0.0022989420990537604,0.0011834107585719231,0.0023668215171438454
41,0.0011153173412150037,0.0022306346824300066,0.0011358092908731168,0.002271618581746234
42,0.001087997807685613,0.0021759956153712266,0.0011254984573794112,0.002250996914758823
43,0.0010605517312928044,0.0021211034625856088,0.001017700828885554,0.002035401657771108
44,0.0010324523066009223,0.002064904613201845,0.001092487283858311,0.002184974567716622
45,0.0010037025813694274,0.0020074051627388552,0.0009986302886856948,0.0019972605773713897
46,0.0009793025389225067,0.0019586050778450134,0.0010344506014952762,0.002068901202990552
47,0.000970782303675128,0.001941564607350256,0.0009720736123922415,0.0019441472247844823
48,0.0009369278532869123,0.0018738557065738246,0.0010205572892129833,0.002041114578425967
49,0.000911920134038893,0.001823840268077786,0.0010072866960804923,0.002014573392160985
50,0.0008996645944346337,0.0017993291888692674,0.0008947762008049047,0.0017895524016098095
51,0.0008678462413924341,0.0017356924827848677,0.0008849409235914346,0.0017698818471828693
52,0.0008620541595824193,0.001724108319164839,0.0008793186111823441,0.001758637222364688
53,0.0008462186102329396,0.0016924372204658797,0.0008174467782650123,0.001634893556530025
54,0.000820102505617732,0.001640205011235464,0.0009154175803747643,0.0018308351607495283
55,0.0007978672133339762,0.0015957344266679522,0.0008625351770905066,0.0017250703541810135
56,0.0007870362475172755,0.0015740724950345506,0.000866711023467766,0.001733422046935532
57,0.000773211890208861,0.0015464237804177225,0.0008192451614616104,0.0016384903229232208
58,0.0007528151302139146,0.0015056302604278292,0.0007827152479281578,0.0015654304958563155
59,0.0007444450108712017,0.0014888900217424035,0.000753350593492061,0.0015067011869841222
60,0.0007226335188815861,0.0014452670377631724,0.0007803041176631505,0.001560608235326301
61,0.0007102372226127719,0.0014204744452255438,0.0007070570396878994,0.0014141140793757993
62,0.0007133819502992072,0.001426763900598414,0.0006887437480212154,0.0013774874960424304
63,0.0006845001847669214,0.0013690003695338425,0.0006849319152125651,0.0013698638304251304
64,0.0006726634527231576,0.0013453269054463151,0.000702204569062714,0.001404409138125428
65,0.0006578116379215233,0.0013156232758430465,0.0006608800053422304,0.0013217600106844609
66,0.0006453749293007193,0.0012907498586014385,0.0006728049260879365,0.001345609852175873
67,0.000637843255292768,0.001275686510585536,0.0007225756752520863,0.0014451513505041723
68,0.0006304548562070032,0.0012609097124140069,0.0006181714706067958,0.0012363429412135915
69,0.0006199452230655363,0.0012398904461310726,0.0006121447161971103,0.0012242894323942206
70,0.0005869463310447683,0.0011738926620895366,0.0006473530117327386,0.0012947060234654775
71,0.0005923473124735082,0.0011846946249470163,0.0006054206983298754,0.0012108413966597504
72,0.0005917625565583801,0.0011835251131167605,0.0006051175613192045,0.0012102351226384088
73,0.000570991138554708,0.001141982277109416,0.0006255855887025517,0.0012511711774051033
74,0.0005635728191578505,0.001127145638315701,0.0007285326990445546,0.0014570653980891092
75,0.0005541442472953835,0.0011082884945907672,0.0005665857205388445,0.0011331714410776888
76,0.0005398114994244821,0.0010796229988489637,0.0005557845555642413,0.001111569111128483
77,0.0005314403184327931,0.0010628806368655863,0.0005469562978599318,0.0010939125957198637
78,0.0005326399289598438,0.001065279857919688,0.0005497325253544192,0.0010994650507088388
79,0.0005169806857259974,0.0010339613714519947,0.0005581377692670803,0.00111627553853416
80,0.0005050550495729729,0.0010101100991459458,0.0005210312046061961,0.0010420624092123923
81,0.0005129625641799755,0.0010259251283599507,0.0005401577393794498,0.0010803154787588996
82,0.0004937245425603489,0.000987449085120698,0.0005272647965589146,0.0010545295931178296
83,0.00048659347831500285,0.0009731869566300058,0.0004744282878875148,0.0009488565757750296
84,0.000482294072235869,0.000964588144471738,0.0004601516752970217,0.0009203033505940434
85,0.00047167668302961277,0.0009433533660592256,0.0004687576005963414,0.0009375152011926828
86,0.00046793731430619124,0.0009358746286123825,0.00047476738322858495,0.0009495347664571697
87,0.00045728273669005807,0.0009145654733801161,0.0005148659593090732,0.0010297319186181465
88,0.0004546959572889332,0.0009093919145778664,0.00043700371016842834,0.0008740074203368569
89,0.00044127096497299496,0.0008825419299459896,0.0004425849234907302,0.0008851698469814603
90,0.000447188437373532,0.0008943768747470638,0.0004898095234080825,0.000979619046816165
91,0.0004345378683485289,0.0008690757366970578,0.00045755466140471457,0.0009151093228094292
92,0.0004245830296874652,0.0008491660593749304,0.0004129595450497154,0.0008259190900994306
93,0.0004232034757907386,0.0008464069515814773,0.00043510436848022443,0.0008702087369604487
94,0.00041190825199902045,0.000823816503998041,0.0004135720057481646,0.0008271440114963293
95,0.00041379349647936405,0.000827586992958728,0.000418461566282856,0.0008369231325657121
96,0.0004049448460984528,0.0008098896921969055,0.0004515631297071005,0.000903126259414201
97,0.00040316163885728253,0.000806323277714565,0.0003999983897222521,0.0007999967794445044
98,0.0003921413383443542,0.0007842826766887081,0.0004868046338772625,0.000973609267754525
99,0.0003965873236928423,0.0007931746473856846,0.0005097692184990079,0.0010195384369980159
100,0.0003885337761549682,0.0007770675523099366,0.00037225339461198134,0.0007445067892239627
101,0.00037695804236034737,0.0007539160847206947,0.0004048310158260449,0.0008096620316520898
102,0.00037419335202650055,0.0007483867040530011,0.00040227993742334914,0.0008045598748466985
103,0.0003695799149429557,0.0007391598298859114,0.0003819798593498149,0.0007639597186996298
104,0.00036909287510105933,0.0007381857502021187,0.00040593084502033136,0.0008118616900406624
105,0.0003628500091236076,0.000725700018247215,0.00039734210767035507,0.0007946842153407104
106,0.0003604292225034209,0.0007208584450068419,0.00037442704284931203,0.0007488540856986243
107,0.00035317736008054815,0.0007063547201610963,0.0003505189902078823,0.0007010379804157646
108,0.0003536893250809248,0.0007073786501618496,0.00034973497657277147,0.0006994699531455429
109,0.0003427760935443983,0.0006855521870887966,0.0003620899514960269,0.0007241799029920538
110,0.0003397367291660668,0.0006794734583321337,0.00033938167311247915,0.0006787633462249583
111,0.00033516614491735494,0.0006703322898347098,0.00032758302249636046,0.0006551660449927211
112,0.00034138517057568925,0.0006827703411513786,0.0003711366525367692,0.0007422733050735383
113,0.0003337915385586251,0.0006675830771172502,0.0003323976418825679,0.000664795283765136
114,0.0003265145500122726,0.0006530291000245451,0.0003421917121006854,0.0006843834242013706
115,0.00032491871418526886,0.0006498374283705377,0.00033867644944674614,0.0006773528988934924
116,0.000316721793264727,0.0006334435865294543,0.00033264462133797017,0.0006652892426759403
117,0.00031985400633725614,0.0006397080126745123,0.00031766984374778873,0.0006353396874955775
118,0.00032139382249694057,0.000642787644993881,0.0003157758429565844,0.0006315516859131688
119,0.00030473083039105184,0.0006094616607821036,0.0003979416842948715,0.0007958833685897429
120,0.0003059812723493437,0.0006119625446986874,0.00033192093839646967,0.0006638418767929392
121,0.00030981023054205587,0.000619620461084112,0.0003448802427807107,0.0006897604855614213
122,0.0002998917376111422,0.0005997834752222843,0.00029644028316984925,0.0005928805663396986
123,0.0002993625775379547,0.0005987251550759093,0.00032259465398946273,0.0006451893079789254
124,0.0002942136508392186,0.0005884273016784371,0.00032895486693075197,0.0006579097338615039
125,0.00029409144694390497,0.0005881828938878099,0.0003027506512903452,0.0006055013025806905
126,0.0002887390188420846,0.0005774780376841692,0.0003633640551793912,0.0007267281103587824
127,0.0002885890996532343,0.0005771781993064684,0.00028886938671115304,0.0005777387734223061
128,0.0002884524035692245,0.0005769048071384491,0.000297938639285788,0.0005958772785715762
129,0.00028453972863282074,0.0005690794572656415,0.00030814354173540445,0.0006162870834708087
130,0.00028081291542936146,0.000561625830858723,0.0002773255735761438,0.0005546511471522876
131,0.0002685049710445841,0.0005370099420891683,0.0002862073173289898,0.0005724146346579797
132,0.00027924259743236613,0.0005584851948647323,0.0002443658096364877,0.0004887316192729755
133,0.00026957290820933845,0.000539145816418677,0.00030638682097512064,0.0006127736419502414
134,0.00026677716907326217,0.0005335543381465243,0.0002795312904478274,0.0005590625808956547
135,0.00026856843002931316,0.0005371368600586263,0.0002844698723005751,0.0005689397446011503
136,0.0002652433663845414,0.0005304867327690827,0.0002887803554741386,0.0005775607109482772
137,0.00026500764970379694,0.000530015299407594,0.00028849055650285673,0.0005769811130057134
138,0.0002565169381173111,0.0005130338762346222,0.0002971198336635021,0.0005942396673270043
139,0.0002616179668519041,0.0005232359337038082,0.00024964640531821016,0.0004992928106364204
140,0.00025662594646652404,0.000513251892933048,0.00027441538895220646,0.0005488307779044129
141,0.0002513990004406197,0.0005027980008812392,0.0003458311108806257,0.0006916622217612516
142,0.0002543927063405303,0.0005087854126810605,0.00024987046747419343,0.0004997409349483869
143,0.00024999623153890014,0.0004999924630778003,0.0002624871825436892,0.0005249743650873783
144,0.00024927705588035807,0.0004985541117607161,0.0002833842571033076,0.0005667685142066153
145,0.0002425502072646985,0.00048510041452939695,0.00023630755074053098,0.00047261510148106185
146,0.00024365943268824083,0.0004873188653764817,0.0002675845389092859,0.0005351690778185718
147,0.00024067427881958184,0.00048134855763916367,0.0002441923306136771,0.0004883846612273541
148,0.00024325355921260276,0.0004865071184252056,0.0002544315731802091,0.0005088631463604181
149,0.00023782413265309373,0.00047564826530618724,0.0002304628788317963,0.00046092575766359256
150,0.00023763750764131827,0.0004752750152826366,0.00028398807518529505,0.0005679761503705901
151,0.00023108392860187574,0.0004621678572037515,0.00025470818879460915,0.0005094163775892184
152,0.0002291211038621086,0.0004582422077242172,0.0003536995273162244,0.000707399054632449
153,0.0002335476222036155,0.000467095244407231,0.00025613961081248095,0.0005122792216249619
154,0.00022712277960957895,0.00045424555921915794,0.00026047296272076426,0.0005209459254415285
155,0.00022256182203306185,0.0004451236440661237,0.0002692120513809428,0.0005384241027618855
156,0.00022750081869156265,0.0004550016373831253,0.0002518661850407062,0.0005037323700814122
157,0.00022394119165604866,0.0004478823833120974,0.00024024216150706745,0.0004804843230141349
158,0.00022303574278878855,0.0004460714855775771,0.00022203053928278156,0.0004440610785655632
159,0.0002169429676737186,0.0004338859353474372,0.000225645845169401,0.000451291690338802
160,0.00021990146507891962,0.0004398029301578394,0.0002499268034575122,0.0004998536069150246
161,0.00021717669393919373,0.0004343533878783875,0.00026470334618585773,0.0005294066923717155
162,0.00021585164000169615,0.00043170328000339224,0.00023587741444121185,0.00047175482888242375
163,0.0002120228409138948,0.0004240456818277896,0.00022037409866670207,0.0004407481973334041
164,0.0002045003836503243,0.0004090007673006486,0.0002358917239159664,0.0004717834478319327
165,0.00021442402918918748,0.00042884805837837506,0.0002164145368039986,0.0004328290736079971
166,0.00020946331369687702,0.0004189266273937541,0.00024778954687586317,0.0004955790937517264
167,0.00020584109569038724,0.0004116821913807745,0.00023164796204915234,0.00046329592409830473
168,0.00020555023004171304,0.000411100460083426,0.0002124284169011212,0.0004248568338022425
169,0.00020683137809589402,0.00041366275619178803,0.00020938237498343954,0.00041876474996687904
170,0.00020872677645217042,0.0004174535529043408,0.00022865284617050186,0.0004573056923410038
171,0.0001942736594243069,0.00038854731884861384,0.00024816513651855526,0.0004963302730371104
172,0.00020161437374244517,0.00040322874748489033,0.00019060707485015605,0.00038121414970031215
173,0.00020105589600791126,0.00040211179201582253,0.00020915043398189286,0.0004183008679637857
174,0.00019352046371418725,0.00038704092742837456,0.000283290563228965,0.00056658112645793
175,0.00019708123656787626,0.00039416247313575257,0.00023261080472568096,0.00046522160945136186
176,0.000195097517737098,0.00039019503547419604,0.0001987291836583743,0.0003974583673167484
177,0.00018933927513945233,0.00037867855027890466,0.00018089805975402435,0.00036179611950804875
178,0.0001949381509591019,0.0003898763019182038,0.000199772109136671,0.00039954421827334194
179,0.0001927736710426069,0.0003855473420852138,0.0001952689847821833,0.00039053796956436677
180,0.00018694249832907223,0.00037388499665814447,0.00018498473176413525,0.0003699694635282705
181,0.0001846362959696525,0.000369272591939305,0.00019280027337485048,0.0003856005467497009
182,0.00018792162067728126,0.0003758432413545626,0.00022387636262473094,0.00044775272524946193
183,0.0001882631081521426,0.0003765262163042852,0.0002203763461576451,0.0004407526923152902
184,0.00018515393838019017,0.0003703078767603804,0.0001982926176926859,0.00039658523538537176
185,0.00018158760556861165,0.0003631752111372234,0.00018998300236744672,0.0003799660047348934
186,0.00017996651884573793,0.00035993303769147586,0.00020592376609848535,0.00041184753219697065
187,0.00017984760823292124,0.0003596952164658425,0.00016316297444909114,0.00032632594889818223
188,0.00018216276705598083,0.00036432553411196167,0.0002346851184739991,0.00046937023694799816
189,0.00017541774135640097,0.00035083548271280205,0.00017156208337373854,0.0003431241667474771
190,0.00018241889457922667,0.00036483778915845334,0.00018670654625145918,0.00037341309250291837
191,0.00017428084155702415,0.0003485616831140483,0.00019264211128387982,0.00038528422256775953
192,0.00017388608257492633,0.0003477721651498527,0.00019196919914480116,0.0003839383982896023
193,0.00017589813698359392,0.00035179627396718783,0.00015938957822087842,0.0003187791564417569
194,0.00017198153739698155,0.00034396307479396315,0.00017169919618579784,0.0003433983923715955
195,0.000173596175885697,0.000347192351771394,0.0001736583874032191,0.0003473167748064382
196,0.00017092988124233413,0.0003418597624846683,0.00017832452084369467,0.00035664904168738944
197,0.00016956006774772347,0.00033912013549544683,0.00017661474546885956,0.0003532294909377191
198,0.0001704405105165855,0.000340881021033171,0.0001654746002178316,0.0003309492004356632
199,0.00016713222438243143,0.00033426444876486286,0.0001730446214384985,0.000346089242876997
200,0.00016782885427134333,0.00033565770854268666,0.00019574083279782277,0.0003914816655956455
201,0.00016341680845506946,0.0003268336169101389,0.00017188233599193994,0.00034376467198387993
202,0.00016610309579289498,0.00033220619158578997,0.00016499714449791375,0.00032999428899582755
203,0.00016331481452141227,0.00032662962904282455,0.00016099894115287233,0.00032199788230574466
204,0.00016330298023187304,0.0003266059604637461,0.00019053696695101892,0.00038107393390203784
205,0.00016569074068772708,0.00033138148137545415,0.00017780589190766245,0.00035561178381532485
206,0.0001568812759968361,0.00031376255199367216,0.0001506995154341692,0.0003013990308683384
207,0.00016066177058561876,0.00032132354117123753,0.00015873416362122334,0.0003174683272424466
208,0.00015805404223992505,0.00031610808447985004,0.00017998784286584387,0.00035997568573168764
209,0.00015538631926739638,0.00031077263853479276,0.00015066085222075964,0.0003013217044415192
210,0.0001584156399947413,0.0003168312799894826,0.0001510859740410147,0.0003021719480820294
211,0.0001571535738055674,0.00031430714761113485,0.00015758476373212648,0.00031516952746425296
212,0.00015213344481953306,0.0003042668896390661,0.00019953989534793486,0.0003990797906958697
213,0.00015821968344447788,0.0003164393668889558,0.0001804296663128971,0.0003608593326257943
214,0.0001502710913924271,0.0003005421827848542,0.00015777457843304103,0.000315549156866082
215,0.0001544246493991395,0.00030884929879827907,0.0001419400005989264,0.0002838800011978528
216,0.00015174319247867604,0.00030348638495735197,0.0001517352642056933,0.00030347052841138666
217,0.00014886699767640676,0.0002977339953528135,0.00016843232502091225,0.00033686465004182444
218,0.00015211434202206617,0.0003042286840441324,0.00014984850133962396,0.00029969700267924796
219,0.00015513731916744908,0.0003102746383348981,0.00016818000942020266,0.00033636001884040527
220,0.0001446789335608477,0.00028935786712169537,0.0001651036145659835,0.000330207229131967
221,0.0001487044040184145,0.000297408808036829,0.00013877830929733093,0.0002775566185946619
222,0.00014757131773145157,0.00029514263546290314,0.00015513834874937072,0.0003102766974987415
223,0.0001473503975813506,0.00029470079516270126,0.00017078725928189217,0.0003415745185637842
224,0.00014206466679501966,0.00028412933359003937,0.00016947831629838945,0.0003389566325967789
225,0.00014815756991371268,0.0002963151398274253,0.00014026087389363109,0.00028052174778726217
226,0.0001437043476398881,0.0002874086952797762,0.00015731913334848777,0.00031463826669697554
227,0.00013943850848232547,0.00027887701696465095,0.00017208015824345222,0.0003441603164869045
228,0.00014119600129525048,0.00028239200259050096,0.00016330204984090432,0.0003266040996818085
229,0.0001444668039122895,0.000288933607824579,0.00014527049495913363,0.00029054098991826725
230,0.00013965619597341,0.00027931239194682,0.00011898047589562518,0.00023796095179125037
231,0.00013867681005180413,0.00027735362010360826,0.00015029633743606402,0.00030059267487212804
232,0.000140237309961003,0.000280474619922006,0.00017441242585315418,0.00034882485170630836
233,0.00013810043072960243,0.0002762008614592049,0.00015380800552636232,0.00030761601105272463
234,0.0001429467598849678,0.0002858935197699356,0.00015797962930237108,0.00031595925860474226
235,0.00013108447815175604,0.00026216895630351214,0.00014003271263315393,0.0002800654252663078
236,0.00013754460339082073,0.0002750892067816414,0.00013959222452859663,0.0002791844490571933
237,0.00013850874534471943,0.00027701749068943885,0.0001444585661815803,0.00028891713236316055
238,0.0001345531048870199,0.00026910620977403985,0.00014285771904358076,0.0002857154380871615
239,0.00013432668540044212,0.00026865337080088424,0.00014267419412844308,0.00028534838825688616
240,0.00013419847532928538,0.0002683969506585707,0.00020448397320794765,0.00040896794641589524
241,0.0001375240481833544,0.0002750480963667088,0.00012109111392513506,0.0002421822278502701
242,0.00012766356892348252,0.00025532713784696503,0.0001418379315703099,0.0002836758631406198
243,0.00013338859191171012,0.0002667771838234203,0.00013397581307268092,0.00026795162614536185
244,0.0001321655759407288,0.0002643311518814576,0.00014859792378711054,0.0002971958475742209
245,0.00012963237326945126,0.0002592647465389025,0.0001283417480979732,0.0002566834961959463
246,0.0001322428685979615,0.0002644857371959231,0.0001501728857735509,0.0003003457715471018
247,0.00012632777538309077,0.00025265555076618154,0.00021150253542026725,0.0004230050708405345
248,0.0001316847059041671,0.0002633694118083342,0.00012914202856931868,0.00025828405713863736
249,0.00012412535440601877,0.00024825070881203754,0.00013806617372457187,0.0002761323474491437
250,0.00013241024315483783,0.0002648204863096757,0.00014124333224773468,0.00028248666449546937
251,0.0001283632584678066,0.00025672651693561317,0.00014613637960649413,0.00029227275921298826
252,0.00012961225061527612,0.0002592245012305523,0.00014002370967877096,0.0002800474193575419
253,0.0001260095612711864,0.00025201912254237287,0.0001535771085994683,0.00030715421719893654
254,0.0001231434492573101,0.00024628689851462026,0.00012482598950545615,0.00024965197901091225
255,0.00012691070069797552,0.000253821401395951,0.00016862143474077524,0.00033724286948155053
256,0.00012323746964913333,0.00024647493929826666,0.0001294365691252597,0.0002588731382505194
257,0.00012409398866055572,0.0002481879773211114,0.00013071705973149734,0.0002614341194629948
258,0.0001198067984908482,0.0002396135969816964,0.0001226979204617654,0.00024539584092353093
259,0.00012489619414398,0.00024979238828796,0.000138575800729357,0.00027715160145871405
260,0.0001243160873019972,0.00024863217460399444,0.00014570039991183966,0.0002914007998236793
261,0.00012153794585934096,0.00024307589171868187,0.00012865496038817997,0.00025730992077635994
262,0.00012307063510454808,0.0002461412702090961,0.00011339391824590657,0.00022678783649181318
263,0.00012041739451616267,0.00024083478903232534,0.00013721273100139925,0.00027442546200279856
264,0.00011834564127277772,0.00023669128254555548,0.00014348280451752574,0.0002869656090350515
265,0.00012305910373334897,0.00024611820746669793,0.0001233379933610532,0.00024667598672210633
266,0.00012019143611149737,0.0002403828722229947,0.0001395553703088408,0.00027911074061768155
267,0.00011848640433138161,0.0002369728086627632,0.00012435726026124066,0.0002487145205224813
268,0.00011702210198153423,0.00023404420396306848,0.00011367363738447468,0.00022734727476894932
269,0.0001204950659539081,0.00024099013190781625,0.0001304641873369481,0.0002609283746738962
270,0.00011476988188099011,0.00022953976376198021,0.00011500746609858528,0.00023001493219717057
271,0.00011945966503820096,0.0002389193300764019,0.0001316187683761661,0.0002632375367523322
272,0.00011337214729962397,0.0002267442945992479,0.00011748393986455634,0.00023496787972911268
273,0.00011309736956034015,0.00022619473912068036,0.00012983263868920919,0.00025966527737841837
274,0.00011774865618054089,0.00023549731236108178,0.00011935403934540157,0.00023870807869080313
275,0.00011177127758087373,0.00022354255516174746,0.00011888871474530513,0.0002377774294906102
276,0.00011390886396231927,0.00022781772792463854,0.00012181965128793674,0.0002436393025758735
277,0.00011285602991941629,0.0002257120598388326,0.00010904184009923595,0.0002180836801984719
278,0.00011674748429666534,0.00023349496859333065,0.00011308267989460028,0.00022616535978920054
279,0.0001116131472326228,0.0002232262944652456,0.00011951032538814323,0.00023902065077628643
280,0.00011632666773732775,0.00023265333547465553,0.00011664617207424875,0.0002332923441484975
281,0.00010866908655973784,0.00021733817311947565,0.0001387919955345686,0.0002775839910691372
282,0.0001098223418197361,0.00021964468363947225,0.00010891215500833286,0.00021782431001666575
283,0.00011131809719746712,0.0002226361943949343,0.00010649316437301756,0.0002129863287460351
284,0.00011351735225265904,0.00022703470450531808,0.00011160106851690548,0.00022320213703381096
285,0.00011148998995251526,0.00022297997990503048,0.00011910641402379624,0.0002382128280475925
286,0.00010971468687369284,0.00021942937374738568,9.825067603594182e-05,0.00019650135207188355
287,0.00010871000579747301,0.00021742001159494602,0.00011918095416286517,0.00023836190832573036
288,0.00011068774606554481,0.00022137549213108962,0.00016434543255305312,0.00032869086510610624
289,0.00010848379836249098,0.00021696759672498194,0.00011423427509774202,0.00022846855019548404
290,0.0001105138901714941,0.0002210277803429882,0.0001257419390888599,0.0002514838781777198
291,0.00010782364651667125,0.0002156472930333426,0.00019827906621528826,0.0003965581324305765
292,0.00010895737202327982,0.00021791474404655962,0.00011186338636709942,0.00022372677273419886
293,0.00010417240518021032,0.00020834481036042065,0.00014392897360163498,0.0002878579472032699
294,0.00010600051357166455,0.00021200102714332913,0.0001130266901472126,0.00022605338029442514
295,0.00010455324434923869,0.00020910648869847736,0.00012211439388437479,0.0002442287877687495
296,0.00010402223807505113,0.00020804447615010223,0.00010421668827676569,0.0002084333765535314
297,0.00010684340946940647,0.00021368681893881294,0.00011592459192366748,0.00023184918384733496
298,0.00010399856557889069,0.00020799713115778143,9.121772857617596e-05,0.0001824354571523519
299,0.00010660386620074553,0.0002132077324014911,0.00011545780015680929,0.00023091560031361858
300,0.00010053020379786933,0.00020106040759573866,0.00010668699563432123,0.00021337399126864244
301,0.0001051300142498256,0.00021026002849965122,0.0001142492431621136,0.00022849848632422725
302,0.0001065976738047406,0.00021319534760948116,0.00012327242080406575,0.0002465448416081315
303,0.00010483638033698773,0.00020967276067397546,0.00010689909984208873,0.00021379819968417747
304,9.935821905442547e-05,0.00019871643810885094,0.0001233961473551783,0.0002467922947103566
305,0.0001020614637634422,0.0002041229275268844,0.00012585953711709763,0.0002517190742341952
306,0.00010169809002567577,0.00020339618005135157,0.00010101526032172856,0.00020203052064345713
307,0.0001016775364062071,0.00020335507281241423,9.653166100864257e-05,0.00019306332201728514
308,0.00010044468217960105,0.0002008893643592021,0.00010033640852203223,0.00020067281704406442
309,9.98675045938112e-05,0.0001997350091876224,9.739677424427625e-05,0.00019479354848855253
310,9.942862419536111e-05,0.00019885724839072225,0.00011436585687368216,0.00022873171374736433
311,0.00010074605870875753,0.00020149211741751503,0.00011678955485245498,0.00023357910970490993
312,9.817723554461365e-05,0.0001963544710892273,0.00011220643877435165,0.0002244128775487033
313,9.937527714895493e-05,0.00019875055429790988,0.00011753269978083518,0.00023506539956167036
314,9.933844265858094e-05,0.00019867688531716193,0.00014732323476054657,0.0002946464695210931
315,9.865980332160392e-05,0.00019731960664320783,9.51000206582415e-05,0.00019020004131648302
316,9.784070626209516e-05,0.00019568141252419033,0.00011229842251332503,0.00022459684502665006
317,0.00010052884597080073,0.0002010576919416014,8.337407696866724e-05,0.00016674815393733451
318,9.314581006867923e-05,0.00018629162013735848,0.00012517408273093406,0.0002503481654618681
319,9.96666195084117e-05,0.0001993332390168234,0.00011752388695490676,0.00023504777390981354
320,9.536704050582281e-05,0.00019073408101164565,9.947792232026546e-05,0.00019895584464053097
321,9.487801291284505e-05,0.00018975602582569007,0.00010330133782217587,0.00020660267564435176
322,9.746148209340337e-05,0.00019492296418680675,0.00010061613721521739,0.0002012322744304348
323,9.722881395858277e-05,0.00019445762791716554,0.00012665878365899596,0.0002533175673179919
324,9.69902597378979e-05,0.00019398051947579578,0.0001039196694254246,0.0002078393388508492
325,9.604233975423995e-05,0.00019208467950847992,0.00011185383815089067,0.0002237076763017814
326,9.41228064103244e-05,0.00018824561282064885,9.731114455675611e-05,0.0001946222891135122
327,9.367699700226139e-05,0.00018735399400452278,0.00012688650110785377,0.00025377300221570754
328,9.315794400230985e-05,0.0001863158880046197,9.749112590363037e-05,0.0001949822518072607
329,9.577253042100603e-05,0.00019154506084201206,8.808983121126872e-05,0.00017617966242253747
330,9.206614515129106e-05,0.0001841322903025821,0.00010234522241634547,0.0002046904448326909
331,9.489489640547557e-05,0.00018978979281095113,9.757805800534449e-05,0.00019515611601068897
332,9.137939967053845e-05,0.00018275879934107693,8.830606218343388e-05,0.00017661212436686775
333,9.258757080399263e-05,0.0001851751416079852,9.886086050055452e-05,0.00019772172100110904
334,9.12941879347639e-05,0.0001825883758695278,0.0001124076827782053,0.00022481536555641054
